year,khoi,diem_moc,percentile,count_greater_equal,top_percent,higher_than_count,count_exact,view
2025,C,18.0,65.73372251777224,195475,63.792732384135796,189703,5772,Cả nước
2025,C,17.75,67.64747422437738,201166,65.73372251777224,195475,5691,Cả nước
2025,C,17.5,69.48959895619657,206644,67.64747422437738,201166,5478,Cả nước
2025,C,17.25,71.30986569101535,212057,69.48959895619657,206644,5413,Cả nước
2025,C,17.0,73.0850713243256,217336,71.30986569101535,212057,5279,Cả nước
2025,C,16.75,74.86532111078978,222630,73.0850713243256,217336,5294,Cả nước
2025,C,16.5,76.53997995789813,227610,74.86532111078978,222630,4980,Cả nước
2025,C,16.25,78.16352471971322,232438,76.53997995789813,227610,4828,Cả nước
2025,C,16.0,79.76689286891255,237206,78.16352471971322,232438,4768,Cả nước
2025,C,15.75,81.29426244392583,241748,79.76689286891255,237206,4542,Cả nước
2025,C,15.5,82.77488953304592,246151,81.29426244392583,241748,4403,Cả nước
2025,C,15.25,84.2094466900267,250417,82.77488953304592,246151,4266,Cả nước
2025,C,15.0,85.57842985600624,254488,84.2094466900267,250417,4071,Cả nước
2025,C,14.75,86.8525829426917,258277,85.57842985600624,254488,3789,Cả nước
2025,C,14.5,88.04636585579102,261827,86.8525829426917,258277,3550,Cả nước
2025,C,14.25,89.17894637728921,265195,88.04636585579102,261827,3368,Cả nước
2025,C,14.0,90.2385548164937,268346,89.17894637728921,265195,3151,Cả nước
2025,C,13.75,91.21846563586594,271260,90.2385548164937,268346,2914,Cả nước
2025,C,13.5,92.12036021979057,273942,91.21846563586594,271260,2682,Cả nước
2025,C,13.25,92.98761828539146,276521,92.12036021979057,273942,2579,Cả nước
2025,C,13.0,93.76811691674457,278842,92.98761828539146,276521,2321,Cả nước
2025,C,12.75,94.50893487662,281045,93.76811691674457,278842,2203,Cả nước
2025,C,12.5,95.17207287792476,283017,94.50893487662,281045,1972,Cả nước
2025,C,12.25,95.76862805759751,284791,95.17207287792476,283017,1774,Cả nước
2025,C,12.0,96.31541425948468,286417,95.76862805759751,284791,1626,Cả nước
2025,C,11.75,96.80738733043238,287880,96.31541425948468,286417,1463,Cả nước
2025,C,11.5,97.2573257917639,289218,96.80738733043238,287880,1338,Cả nước
2025,C,11.25,97.64740696900199,290378,97.2573257917639,289218,1160,Cả nước
2025,C,11.0,97.99780747476242,291420,97.64740696900199,290378,1042,Cả nước
2025,C,10.75,98.33004902916865,292408,97.99780747476242,291420,988,Cả nước
2025,C,10.5,98.5926812700505,293189,98.33004902916865,292408,781,Cả nước
2025,C,10.25,98.8156328394547,293852,98.5926812700505,293189,663,Cả nước
2025,C,10.0,99.02345194939706,294470,98.8156328394547,293852,618,Cả nước
2025,C,9.75,99.1875550653386,294958,99.02345194939706,294470,488,Cả nước
2025,C,9.5,99.33820710620296,295406,99.1875550653386,294958,448,Cả nước
2025,C,9.25,99.47070019571315,295800,99.33820710620296,295406,394,Cả nước
2025,C,9.0,99.57931762696134,296123,99.47070019571315,295800,323,Cả nước
2025,C,8.75,99.66641333808604,296382,99.57931762696134,296123,259,Cả nước
2025,C,8.5,99.74342074290288,296611,99.66641333808604,296382,229,Cả nước
2025,C,8.25,99.80294175011937,296788,99.74342074290288,296611,177,Cả nước
2025,C,8.0,99.84733029787407,296920,99.80294175011937,296788,132,Cả nước
2025,C,7.75,99.88163053932085,297022,99.84733029787407,296920,102,Cả nước
2025,C,7.5,99.91357684262915,297117,99.88163053932085,297022,95,Cả nước
2025,C,7.25,99.9371162240142,297187,99.91357684262915,297117,70,Cả nước
2025,C,7.0,99.95393006786067,297237,99.9371162240142,297187,50,Cả nước
2025,C,6.75,99.9656997585532,297272,99.95393006786067,297237,35,Cả nước
2025,C,6.5,99.9737704035995,297296,99.9656997585532,297272,24,Cả nước
2025,C,6.25,99.98453126366125,297328,99.9737704035995,297296,32,Cả nước
2025,C,6.0,99.99058424744598,297346,99.98453126366125,297328,18,Cả nước
2025,C,5.75,99.99361073933835,297355,99.99058424744598,297346,9,Cả nước
2025,C,5.5,99.99461956996913,297358,99.99361073933835,297355,3,Cả nước
2025,C,5.25,99.99630095435379,297363,99.99461956996913,297358,5,Cả nước
2025,C,5.0,99.99798233873842,297368,99.99630095435379,297363,5,Cả nước
2025,C,4.75,99.99831861561536,297369,99.99798233873842,297368,1,Cả nước
2025,C,4.5,99.99865489249228,297370,99.99831861561536,297369,1,Cả nước
2025,C,4.25,99.99932744624614,297372,99.99865489249228,297370,2,Cả nước
2025,C,4.0,99.99966372312306,297373,99.99932744624614,297372,1,Cả nước
2025,C,3.75,100.0,297374,99.99966372312306,297373,1,Cả nước
2025,D1,29.0,0.00028518140389101505,1,0.0,0,1,Cả nước
2025,D1,28.5,0.0005703628077820301,2,0.00028518140389101505,1,1,Cả nước
2025,D1,28.25,0.0008555442116730452,3,0.0005703628077820301,2,1,Cả nước
2025,D1,28.0,0.003992539654474212,14,0.0008555442116730452,3,11,Cả nước
2025,D1,27.75,0.007699897905057407,27,0.003992539654474212,14,13,Cả nước
2025,D1,27.5,0.01853679125291598,65,0.007699897905057407,27,38,Cả nước
2025,D1,27.25,0.038499489525287034,135,0.01853679125291598,65,70,Cả nước
2025,D1,27.0,0.0681583555299526,239,0.038499489525287034,135,104,Cả nước
2025,D1,26.75,0.11806510121088025,414,0.0681583555299526,239,175,Cả nước
2025,D1,26.5,0.17909392164355747,628,0.11806510121088025,414,214,Cả nước
2025,D1,26.25,0.27491487335093856,964,0.17909392164355747,628,336,Cả nước
2025,D1,26.0,0.4052427749291324,1421,0.27491487335093856,964,457,Cả nước
2025,D1,25.75,0.5683665379547931,1993,0.4052427749291324,1421,572,Cả nước
2025,D1,25.5,0.7993634751065152,2803,0.5683665379547931,1993,810,Cả nước
2025,D1,25.25,1.078270888111928,3781,0.7993634751065152,2803,978,Cả nước
2025,D1,25.0,1.4227700240122743,4989,1.078270888111928,3781,1208,Cả nước
2025,D1,24.75,1.8317201571919899,6423,1.4227700240122743,4989,1434,Cả nước
2025,D1,24.5,2.3233728975001,8147,1.8317201571919899,6423,1724,Cả nước
2025,D1,24.25,2.8994393333599504,10167,2.3233728975001,8147,2020,Cả nước
2025,D1,24.0,3.56533791144547,12502,2.8994393333599504,10167,2335,Cả nước
2025,D1,23.75,4.360708846897512,15291,3.56533791144547,12502,2789,Cả nước
2025,D1,23.5,5.243060110536312,18385,4.360708846897512,15291,3094,Cả nước
2025,D1,23.25,6.272850159986768,21996,5.243060110536312,18385,3611,Cả nước
2025,D1,23.0,7.413005412743045,25994,6.272850159986768,21996,3998,Cả nước
2025,D1,22.75,8.706017897984907,30528,7.413005412743045,25994,4534,Cả nước
2025,D1,22.5,10.141050722364495,35560,8.706017897984907,30528,5032,Cả nước
2025,D1,22.25,11.702704090071695,41036,10.141050722364495,35560,5476,Cả nước
2025,D1,22.0,13.428907127824008,47089,11.702704090071695,41036,6053,Cả nước
2025,D1,21.75,15.31709320298642,53710,13.428907127824008,47089,6621,Cả nước
2025,D1,21.5,17.330188733053095,60769,15.31709320298642,53710,7059,Cả nước
2025,D1,21.25,19.498993309644263,68374,17.330188733053095,60769,7605,Cả nước
2025,D1,21.0,21.85772870122685,76645,19.498993309644263,68374,8271,Cả nước
2025,D1,20.75,24.38358039548957,85502,21.85772870122685,76645,8857,Cả nước
2025,D1,20.5,27.02321946990481,94758,24.38358039548957,85502,9256,Cả nước
2025,D1,20.25,29.85278935931146,104680,27.02321946990481,94758,9922,Cả nước
2025,D1,20.0,32.75422496249865,114854,29.85278935931146,104680,10174,Cả nước
2025,D1,19.75,35.818499147307605,125599,32.75422496249865,114854,10745,Cả nước
2025,D1,19.5,38.916709919179596,136463,35.818499147307605,125599,10864,Cả nước
2025,D1,19.25,42.141256052975294,147770,38.916709919179596,136463,11307,Cả nước
2025,D1,19.0,45.43481608651263,159319,42.141256052975294,147770,11549,Cả nước
2025,D1,18.75,48.77115333063362,171018,45.43481608651263,159319,11699,Cả nước
2025,D1,18.5,52.130019905661996,182796,48.77115333063362,171018,11778,Cả nước
2025,D1,18.25,55.49886782982655,194609,52.130019905661996,182796,11813,Cả nước
2025,D1,18.0,58.81894973392575,206251,55.49886782982655,194609,11642,Cả nước
2025,D1,17.75,62.05604384949266,217602,58.81894973392575,206251,11351,Cả nước
2025,D1,17.5,65.27944925767281,228905,62.05604384949266,217602,11303,Cả nước
2025,D1,17.25,68.35769733127243,239699,65.27944925767281,228905,10794,Cả nước
2025,D1,17.0,71.36693150513041,250251,68.35769733127243,239699,10552,Cả nước
2025,D1,16.75,74.23414533985067,260305,71.36693150513041,250251,10054,Cả nước
2025,D1,16.5,76.93509841610249,269776,74.23414533985067,260305,9471,Cả nước
2025,D1,16.25,79.49060897636987,278737,76.93509841610249,269776,8961,Cả nước
2025,D1,16.0,81.84991473076023,287010,79.49060897636987,278737,8273,Cả nước
2025,D1,15.75,84.10313300290315,294911,81.84991473076023,287010,7901,Cả nước
2025,D1,15.5,86.1935126934243,302241,84.10313300290315,294911,7330,Cả nước
2025,D1,15.25,88.04776218152367,308743,86.1935126934243,302241,6502,Cả nước
2025,D1,15.0,89.69924769145653,314534,88.04776218152367,308743,5791,Cả nước
2025,D1,14.75,91.20386477838554,319810,89.69924769145653,314534,5276,Cả nước
2025,D1,14.5,92.5539135444056,324544,91.20386477838554,319810,4734,Cả nước
2025,D1,14.25,93.71346113262646,328610,92.5539135444056,324544,4066,Cả nước
2025,D1,14.0,94.71758485572673,332131,93.71346113262646,328610,3521,Cả nước
2025,D1,13.75,95.58510668636319,335173,94.71758485572673,332131,3042,Cả nước
2025,D1,13.5,96.34226331369385,337828,95.58510668636319,335173,2655,Cả nước
2025,D1,13.25,97.0224209619739,340213,96.34226331369385,337828,2385,Cả nước
2025,D1,13.0,97.56141381532794,342103,97.0224209619739,340213,1890,Cả nước
2025,D1,12.75,98.0288261363053,343742,97.56141381532794,342103,1639,Cả nước
2025,D1,12.5,98.41752838980877,345105,98.0288261363053,343742,1363,Cả nước
2025,D1,12.25,98.72295767337603,346176,98.41752838980877,345105,1071,Cả nước
2025,D1,12.0,98.97277658318457,347052,98.72295767337603,346176,876,Cả nước
2025,D1,11.75,99.18381082206392,347792,98.97277658318457,347052,740,Cả nước
2025,D1,11.5,99.36062329247635,348412,99.18381082206392,347792,620,Cả nước
2025,D1,11.25,99.49465855230513,348882,99.36062329247635,348412,470,Cả nước
2025,D1,11.0,99.6098718394771,349286,99.49465855230513,348882,404,Cả nước
2025,D1,10.75,99.6954262606444,349586,99.6098718394771,349286,300,Cả nước
2025,D1,10.5,99.76301425336656,349823,99.6954262606444,349586,237,Cả nước
2025,D1,10.25,99.82005053414477,350023,99.76301425336656,349823,200,Cả nước
2025,D1,10.0,99.86311292613232,350174,99.82005053414477,350023,151,Cả nước
2025,D1,9.75,99.89676433179146,350292,99.86311292613232,350174,118,Cả nước
2025,D1,9.5,99.92385656516109,350387,99.89676433179146,350292,95,Cả nước
2025,D1,9.25,99.94125263079845,350448,99.92385656516109,350387,61,Cả nước
2025,D1,9.0,99.95722278941635,350504,99.94125263079845,350448,56,Cả nước
2025,D1,8.75,99.96549305012918,350533,99.95722278941635,350504,29,Cả nước
2025,D1,8.5,99.97176704101479,350555,99.96549305012918,350533,22,Cả nước
2025,D1,8.25,99.97804103190039,350577,99.97176704101479,350555,22,Cả nước
2025,D1,8.0,99.98402984138211,350598,99.97804103190039,350577,21,Cả nước
2025,D1,7.75,99.9871668368249,350609,99.98402984138211,350598,11,Cả nước
2025,D1,7.5,99.99087419507549,350622,99.9871668368249,350609,13,Cả nước
2025,D1,7.25,99.99258528349884,350628,99.99087419507549,350622,6,Cả nước
2025,D1,7.0,99.99401119051828,350633,99.99258528349884,350628,5,Cả nước
2025,D1,6.75,99.99600746034552,350640,99.99401119051828,350633,7,Cả nước
2025,D1,6.5,99.9971481859611,350644,99.99600746034552,350640,4,Cả nước
2025,D1,6.25,99.99771854876887,350646,99.9971481859611,350644,2,Cả nước
2025,D1,6.0,99.99800373017275,350647,99.99771854876887,350646,1,Cả nước
2025,D1,5.75,99.99857409298055,350649,99.99800373017275,350647,2,Cả nước
2025,D1,5.5,99.99914445578833,350651,99.99857409298055,350649,2,Cả nước
2025,D1,5.0,99.99942963719222,350652,99.99914445578833,350651,1,Cả nước
2025,D1,4.5,99.9997148185961,350653,99.99942963719222,350652,1,Cả nước
2025,D1,3.5,100.0,350654,99.9997148185961,350653,1,Cả nước
2025,A,30.0,0.008802927602208277,7,0.0,0,7,Miền Bắc
2025,A,29.75,0.030181466064714092,24,0.008802927602208277,7,17,Miền Bắc
2025,A,29.5,0.08425659276399351,67,0.030181466064714092,24,43,Miền Bắc
2025,A,29.25,0.1710283077000465,136,0.08425659276399351,67,69,Miền Bắc
2025,A,29.0,0.3307385656258253,263,0.1710283077000465,136,127,Miền Bắc
2025,A,28.75,0.6048868823803116,481,0.3307385656258253,263,218,Miền Bắc
2025,A,28.5,0.9846703303612974,783,0.6048868823803116,481,302,Miền Bắc
2025,A,28.25,1.4902098869452585,1185,0.9846703303612974,783,402,Miền Bắc
2025,A,28.0,2.081263597379243,1655,1.4902098869452585,1185,470,Miền Bắc
2025,A,27.75,2.835800248997095,2255,2.081263597379243,1655,600,Miền Bắc
2025,A,27.5,3.733698864422339,2969,2.835800248997095,2255,714,Miền Bắc
2025,A,27.25,4.741005294332172,3770,3.733698864422339,2969,801,Miền Bắc
2025,A,27.0,5.752084407500094,4574,4.741005294332172,3770,804,Miền Bắc
2025,A,26.75,6.984494271809254,5554,5.752084407500094,4574,980,Miền Bắc
2025,A,26.5,8.245828041097097,6557,6.984494271809254,5554,1003,Miền Bắc
2025,A,26.25,9.532313032105534,7580,8.245828041097097,6557,1023,Miền Bắc
2025,A,26.0,10.874130710899282,8647,9.532313032105534,7580,1067,Miền Bắc
2025,A,25.75,12.210918145348911,9710,10.874130710899282,8647,1063,Miền Bắc
2025,A,25.5,13.70615827663829,10899,12.210918145348911,9710,1189,Miền Bắc
2025,A,25.25,15.294457928293866,12162,13.70615827663829,10899,1263,Miền Bắc
2025,A,25.0,16.836227819766343,13388,15.294457928293866,12162,1226,Miền Bắc
2025,A,24.75,18.413209421647654,14642,16.836227819766343,13388,1254,Miền Bắc
2025,A,24.5,20.054326638916486,15947,18.413209421647654,14642,1305,Miền Bắc
2025,A,24.25,21.72814044442209,17278,20.054326638916486,15947,1331,Miền Bắc
2025,A,24.0,23.383090833637244,18594,21.72814044442209,17278,1316,Miền Bắc
2025,A,23.75,25.08834366629359,19950,23.383090833637244,18594,1356,Miền Bắc
2025,A,23.5,26.78605113243376,21300,25.08834366629359,19950,1350,Miền Bắc
2025,A,23.25,28.478728354229805,22646,26.78605113243376,21300,1346,Miền Bắc
2025,A,23.0,30.292131440284713,24088,28.478728354229805,22646,1442,Miền Bắc
2025,A,22.75,32.09673159873741,25523,30.292131440284713,24088,1435,Miền Bắc
2025,A,22.5,33.88372590198569,26944,32.09673159873741,25523,1421,Miền Bắc
2025,A,22.25,35.707189476728836,28394,33.88372590198569,26944,1450,Miền Bắc
2025,A,22.0,37.56209207862272,29869,35.707189476728836,28394,1475,Miền Bắc
2025,A,21.75,39.44591858549529,31367,37.56209207862272,29869,1498,Miền Bắc
2025,A,21.5,41.401426074271555,32922,39.44591858549529,31367,1555,Miền Bắc
2025,A,21.25,43.33555502458532,34460,41.401426074271555,32922,1538,Miền Bắc
2025,A,21.0,45.25082055860864,35983,43.33555502458532,34460,1523,Miền Bắc
2025,A,20.75,47.17991926457828,37517,45.25082055860864,35983,1534,Miền Bắc
2025,A,20.5,49.20710773525824,39129,47.17991926457828,37517,1612,Miền Bắc
2025,A,20.25,51.14878205208818,40673,49.20710773525824,39129,1544,Miền Bắc
2025,A,20.0,53.05524465850928,42189,51.14878205208818,40673,1516,Miền Bắc
2025,A,19.75,54.998176536425255,43734,53.05524465850928,42189,1545,Miền Bắc
2025,A,19.5,56.903381581760335,45249,54.998176536425255,43734,1515,Miền Bắc
2025,A,19.25,58.829965165557915,46781,56.903381581760335,45249,1532,Miền Bắc
2025,A,19.0,60.75277606609741,48310,58.829965165557915,46781,1529,Miền Bắc
2025,A,18.75,62.61019379016336,49787,60.75277606609741,48310,1477,Miền Bắc
2025,A,18.5,64.4801871250896,51274,62.61019379016336,49787,1487,Miền Bắc
2025,A,18.25,66.35143802110187,52762,64.4801871250896,51274,1488,Miền Bắc
2025,A,18.0,68.11579622480161,54165,66.35143802110187,52762,1403,Miền Bắc
2025,A,17.75,70.01219834253449,55673,68.11579622480161,54165,1508,Miền Bắc
2025,A,17.5,71.81931362315925,57110,70.01219834253449,55673,1437,Miền Bắc
2025,A,17.25,73.57361133817075,58505,71.81931362315925,57110,1395,Miền Bắc
2025,A,17.0,75.40713540160213,59963,73.57361133817075,58505,1458,Miền Bắc
2025,A,16.75,77.01807115280624,61244,75.40713540160213,59963,1281,Miền Bắc
2025,A,16.5,78.56612884970887,62475,77.01807115280624,61244,1231,Miền Bắc
2025,A,16.25,80.19215533394535,63768,78.56612884970887,62475,1293,Miền Bắc
2025,A,16.0,81.68991058740679,64959,80.19215533394535,63768,1191,Miền Bắc
2025,A,15.75,83.13484827525497,66108,81.68991058740679,64959,1149,Miền Bắc
2025,A,15.5,84.63260352871642,67299,83.13484827525497,66108,1191,Miền Bắc
2025,A,15.25,85.97190608533809,68364,84.63260352871642,67299,1065,Miền Bắc
2025,A,15.0,87.31749644738993,69434,85.97190608533809,68364,1070,Miền Bắc
2025,A,14.75,88.51469460129026,70386,87.31749644738993,69434,952,Miền Bắc
2025,A,14.5,89.64649957871703,71286,88.51469460129026,70386,900,Miền Bắc
2025,A,14.25,90.67141186383128,72101,89.64649957871703,71286,815,Miền Bắc
2025,A,14.0,91.73908122587055,72950,90.67141186383128,72101,849,Miền Bắc
2025,A,13.75,92.6545856965002,73678,91.73908122587055,72950,728,Miền Bắc
2025,A,13.5,93.56883260604384,74405,92.6545856965002,73678,727,Miền Bắc
2025,A,13.25,94.34852047938229,75025,93.56883260604384,74405,620,Miền Bắc
2025,A,13.0,95.14707176901118,75660,94.34852047938229,75025,635,Miền Bắc
2025,A,12.75,95.82615475546726,76200,95.14707176901118,75660,540,Miền Bắc
2025,A,12.5,96.38702699983652,76646,95.82615475546726,76200,446,Miền Bắc
2025,A,12.25,96.8975968007646,77052,96.38702699983652,76646,406,Miền Bắc
2025,A,12.0,97.38678806323017,77441,96.8975968007646,77052,389,Miền Bắc
2025,A,11.75,97.8357373709428,77798,97.38678806323017,77441,357,Miền Bắc
2025,A,11.5,98.22180862435393,78105,97.8357373709428,77798,307,Miền Bắc
2025,A,11.25,98.53494133477534,78354,98.22180862435393,78105,249,Miền Bắc
2025,A,11.0,98.81286233478791,78575,98.53494133477534,78354,221,Miền Bắc
2025,A,10.75,99.06437455199386,78775,98.81286233478791,78575,200,Miền Bắc
2025,A,10.5,99.28696286422112,78952,99.06437455199386,78775,177,Miền Bắc
2025,A,10.25,99.46427897735133,79093,99.28696286422112,78952,141,Miền Bắc
2025,A,10.0,99.55733849771752,79167,99.46427897735133,79093,74,Miền Bắc
2025,A,9.75,99.66045850677196,79249,99.55733849771752,79167,82,Miền Bắc
2025,A,9.5,99.73968485519184,79312,99.66045850677196,79249,63,Miền Bắc
2025,A,9.25,99.79879022623524,79359,99.73968485519184,79312,47,Miền Bắc
2025,A,9.0,99.8478351085904,79398,99.79879022623524,79359,39,Miền Bắc
2025,A,8.75,99.88053169682716,79424,99.8478351085904,79398,26,Miền Bắc
2025,A,8.5,99.90945560180586,79447,99.88053169682716,79424,23,Miền Bắc
2025,A,8.25,99.93586438461249,79468,99.90945560180586,79447,21,Miền Bắc
2025,A,8.0,99.96353072850513,79490,99.93586438461249,79468,22,Miền Bắc
2025,A,7.75,99.97107609502132,79496,99.96353072850513,79490,6,Miền Bắc
2025,A,7.5,99.97987902262352,79503,99.97107609502132,79496,7,Miền Bắc
2025,A,7.25,99.99245463348382,79513,99.97987902262352,79503,10,Miền Bắc
2025,A,7.0,99.99748487782793,79517,99.99245463348382,79513,4,Miền Bắc
2025,A,6.75,99.99874243891396,79518,99.99748487782793,79517,1,Miền Bắc
2025,A,6.5,100.0,79519,99.99874243891396,79518,1,Miền Bắc
2025,A1,29.75,0.0015430669999691388,1,0.0,0,1,Miền Bắc
2025,A1,29.5,0.009258401999814833,6,0.0015430669999691388,1,5,Miền Bắc
2025,A1,29.25,0.01080146899978397,7,0.009258401999814833,6,1,Miền Bắc
2025,A1,29.0,0.027775205999444493,18,0.01080146899978397,7,11,Miền Bắc
2025,A1,28.75,0.04937814399901244,32,0.027775205999444493,18,14,Miền Bắc
2025,A1,28.5,0.08949788599821004,58,0.04937814399901244,32,26,Miền Bắc
2025,A1,28.25,0.15430669999691385,100,0.08949788599821004,58,42,Miền Bắc
2025,A1,28.0,0.2391753849952165,155,0.15430669999691385,100,55,Miền Bắc
2025,A1,27.75,0.38576674999228466,250,0.2391753849952165,155,95,Miền Bắc
2025,A1,27.5,0.544702650989106,353,0.38576674999228466,250,103,Miền Bắc
2025,A1,27.25,0.7715334999845693,500,0.544702650989106,353,147,Miền Bắc
2025,A1,27.0,1.0523716939789527,682,0.7715334999845693,500,182,Miền Bắc
2025,A1,26.75,1.4273369749714533,925,1.0523716939789527,682,243,Miền Bắc
2025,A1,26.5,1.8825417399623492,1220,1.4273369749714533,925,295,Miền Bắc
2025,A1,26.25,2.3979261179520415,1554,1.8825417399623492,1220,334,Miền Bắc
2025,A1,26.0,3.039841989939203,1970,2.3979261179520415,1554,416,Miền Bắc
2025,A1,25.75,3.7866864179242663,2454,3.039841989939203,1970,484,Miền Bắc
2025,A1,25.5,4.618399530907632,2993,3.7866864179242663,2454,539,Miền Bắc
2025,A1,25.25,5.485603184890288,3555,4.618399530907632,2993,562,Miền Bắc
2025,A1,25.0,6.524087275869518,4228,5.485603184890288,3555,673,Miền Bắc
2025,A1,24.75,7.817177421843656,5066,6.524087275869518,4228,838,Miền Bắc
2025,A1,24.5,9.114896768817703,5907,7.817177421843656,5066,841,Miền Bắc
2025,A1,24.25,10.625559361787488,6886,9.114896768817703,5907,979,Miền Bắc
2025,A1,24.0,12.225719840755486,7923,10.625559361787488,6886,1037,Miền Bắc
2025,A1,23.75,13.828966453723421,8962,12.225719840755486,7923,1039,Miền Bắc
2025,A1,23.5,15.629725642687406,10129,13.828966453723421,8962,1167,Miền Bắc
2025,A1,23.25,17.398080424652036,11275,15.629725642687406,10129,1146,Miền Bắc
2025,A1,23.0,19.31148350461377,12515,17.398080424652036,11275,1240,Miền Bắc
2025,A1,22.75,21.322099805573558,13818,19.31148350461377,12515,1303,Miền Bắc
2025,A1,22.5,23.459247600530812,15203,21.322099805573558,13818,1385,Miền Bắc
2025,A1,22.25,25.55936178748881,16564,23.459247600530812,15203,1361,Miền Bắc
2025,A1,22.0,27.76903373144462,17996,25.55936178748881,16564,1432,Miền Bắc
2025,A1,21.75,30.032713020399342,19463,27.76903373144462,17996,1467,Miền Bắc
2025,A1,21.5,32.30410764435392,20935,30.032713020399342,19463,1472,Miền Bắc
2025,A1,21.25,34.70820603030584,22493,32.30410764435392,20935,1558,Miền Bắc
2025,A1,21.0,37.135450421257296,24066,34.70820603030584,22493,1573,Miền Bắc
2025,A1,20.75,39.51794586920964,25610,37.135450421257296,24066,1544,Miền Bắc
2025,A1,20.5,41.97450853316051,27202,39.51794586920964,25610,1592,Miền Bắc
2025,A1,20.25,44.457303336110854,28811,41.97450853316051,27202,1609,Miền Bắc
2025,A1,20.0,46.92929667006142,30413,44.457303336110854,28811,1602,Miền Bắc
2025,A1,19.75,49.481529488010366,32067,46.92929667006142,30413,1654,Miền Bắc
2025,A1,19.5,51.927290682961456,33652,49.481529488010366,32067,1585,Miền Bắc
2025,A1,19.25,54.349905872913006,35222,51.927290682961456,33652,1570,Miền Bắc
2025,A1,19.0,56.849674412863,36842,54.349905872913006,35222,1620,Miền Bắc
2025,A1,18.75,59.19667931981607,38363,56.849674412863,36842,1521,Miền Bắc
2025,A1,18.5,61.500478350769995,39856,59.19667931981607,38363,1493,Miền Bắc
2025,A1,18.25,63.91383513872172,41420,61.500478350769995,39856,1564,Miền Bắc
2025,A1,18.0,66.19140203067617,42896,63.91383513872172,41420,1476,Miền Bắc
2025,A1,17.75,68.47359812363052,44375,66.19140203067617,42896,1479,Miền Bắc
2025,A1,17.5,70.63389192358733,45775,68.47359812363052,44375,1400,Miền Bắc
2025,A1,17.25,72.84202080054317,47206,70.63389192358733,45775,1431,Miền Bắc
2025,A1,17.0,74.84029256550319,48501,72.84202080054317,47206,1295,Miền Bắc
2025,A1,16.75,76.81850445946364,49783,74.84029256550319,48501,1282,Miền Bắc
2025,A1,16.5,78.64858192142702,50969,76.81850445946364,49783,1186,Miền Bắc
2025,A1,16.25,80.40304910039194,52106,78.64858192142702,50969,1137,Miền Bắc
2025,A1,16.0,82.02789865135944,53159,80.40304910039194,52106,1053,Miền Bắc
2025,A1,15.75,83.74687528932506,54273,82.02789865135944,53159,1114,Miền Bắc
2025,A1,15.5,85.27914082029442,55266,83.74687528932506,54273,993,Miền Bắc
2025,A1,15.25,86.73116686726537,56207,85.27914082029442,55266,941,Miền Bắc
2025,A1,15.0,88.17239144523656,57141,86.73116686726537,56207,934,Miền Bắc
2025,A1,14.75,89.43770638521124,57961,88.17239144523656,57141,820,Miền Bắc
2025,A1,14.5,90.63204024318736,58735,89.43770638521124,57961,774,Miền Bắc
2025,A1,14.25,91.75539301916488,59463,90.63204024318736,58735,728,Miền Bắc
2025,A1,14.0,92.7352405641453,60098,91.75539301916488,59463,635,Miền Bắc
2025,A1,13.75,93.66570996512668,60701,92.7352405641453,60098,603,Miền Bắc
2025,A1,13.5,94.55605962410888,61278,93.66570996512668,60701,577,Miền Bắc
2025,A1,13.25,95.30444711909392,61763,94.55605962410888,61278,485,Miền Bắc
2025,A1,13.0,96.02660247507947,62231,95.30444711909392,61763,468,Miền Bắc
2025,A1,12.75,96.66697528006665,62646,96.02660247507947,62231,415,Miền Bắc
2025,A1,12.5,97.20087646205599,62992,96.66697528006665,62646,346,Miền Bắc
2025,A1,12.25,97.66379656204673,63292,97.20087646205599,62992,300,Miền Bắc
2025,A1,12.0,98.07116625003857,63556,97.66379656204673,63292,264,Miền Bắc
2025,A1,11.75,98.40601178903188,63773,98.07116625003857,63556,217,Miền Bắc
2025,A1,11.5,98.70690985402587,63968,98.40601178903188,63773,195,Miền Bắc
2025,A1,11.25,98.9599728420208,64132,98.70690985402587,63968,164,Miền Bắc
2025,A1,11.0,99.17137302101658,64269,98.9599728420208,64132,137,Miền Bắc
2025,A1,10.75,99.35808412801283,64390,99.17137302101658,64269,121,Miền Bắc
2025,A1,10.5,99.49850322501003,64481,99.35808412801283,64390,91,Miền Bắc
2025,A1,10.25,99.61114711600779,64554,99.49850322501003,64481,73,Miền Bắc
2025,A1,10.0,99.72842020800543,64630,99.61114711600779,64554,76,Miền Bắc
2025,A1,9.75,99.79785822300404,64675,99.72842020800543,64630,45,Miền Bắc
2025,A1,9.5,99.84260716600315,64704,99.79785822300404,64675,29,Miền Bắc
2025,A1,9.25,99.88426997500231,64731,99.84260716600315,64704,27,Miền Bắc
2025,A1,9.0,99.90432984600191,64744,99.88426997500231,64731,13,Miền Bắc
2025,A1,8.75,99.92438971700152,64757,99.90432984600191,64744,13,Miền Bắc
2025,A1,8.5,99.95216492300095,64775,99.92438971700152,64757,18,Miền Bắc
2025,A1,8.25,99.96913866000062,64786,99.95216492300095,64775,11,Miền Bắc
2025,A1,8.0,99.97839706200044,64792,99.96913866000062,64786,6,Miền Bắc
2025,A1,7.75,99.99074159800018,64800,99.97839706200044,64792,8,Miền Bắc
