year,khoi,diem_moc,count_exact,count_greater_equal,higher_than_count,percentile,top_percent,view
2025,B02,7.75,6,1422,1416,98.6130374479889,98.19694868238558,Cả nước
2025,B02,7.5,9,1431,1422,99.2371705963939,98.6130374479889,Cả nước
2025,B02,7.25,1,1432,1431,99.30651872399446,99.2371705963939,Cả nước
2025,B02,7.0,3,1435,1432,99.51456310679612,99.30651872399446,Cả nước
2025,B02,6.75,2,1437,1435,99.65325936199723,99.51456310679612,Cả nước
2025,B02,6.5,1,1438,1437,99.72260748959778,99.65325936199723,Cả nước
2025,B02,6.25,1,1439,1438,99.79195561719834,99.72260748959778,Cả nước
2025,B02,5.75,1,1440,1439,99.86130374479889,99.79195561719834,Cả nước
2025,B02,5.25,1,1441,1440,99.93065187239945,99.86130374479889,Cả nước
2025,B02,3.75,1,1442,1441,100.0,99.93065187239945,Cả nước
2025,B03,28.25,3,3,0,0.004373751658380837,0.0,Cả nước
2025,B03,28.0,8,11,3,0.01603708941406307,0.004373751658380837,Cả nước
2025,B03,27.75,12,23,11,0.03353209604758642,0.01603708941406307,Cả nước
2025,B03,27.5,17,40,23,0.05831668877841116,0.03353209604758642,Cả nước
2025,B03,27.25,35,75,40,0.10934379145952093,0.05831668877841116,Cả nước
2025,B03,27.0,38,113,75,0.16474464579901155,0.10934379145952093,Cả nước
2025,B03,26.75,78,191,113,0.2784621889169133,0.16474464579901155,Cả nước
2025,B03,26.5,93,284,191,0.41404849032671925,0.2784621889169133,Cả nước
2025,B03,26.25,131,415,284,0.6050356460760158,0.41404849032671925,Cả nước
2025,B03,26.0,157,572,415,0.8339286495312795,0.6050356460760158,Cả nước
2025,B03,25.75,207,779,572,1.1357175139595574,0.8339286495312795,Cả nước
2025,B03,25.5,264,1043,779,1.520607659897071,1.1357175139595574,Cả nước
2025,B03,25.25,305,1348,1043,1.9652724118324563,1.520607659897071,Cả nước
2025,B03,25.0,354,1702,1348,2.481375107521395,1.9652724118324563,Cả nước
2025,B03,24.75,417,2119,1702,3.0893265880363314,2.481375107521395,Cả nước
2025,B03,24.5,455,2574,2119,3.7526789228907584,3.0893265880363314,Cả nước
2025,B03,24.25,517,3091,2574,4.5064221253517225,3.7526789228907584,Cả nước
2025,B03,24.0,612,3703,3091,5.398667463661414,4.5064221253517225,Cả nước
2025,B03,23.75,665,4368,3703,6.3681824146025,5.398667463661414,Cả nước
2025,B03,23.5,623,4991,4368,7.276464842326252,6.3681824146025,Cả nước
2025,B03,23.25,755,5746,4991,8.377192343018763,7.276464842326252,Cả nước
2025,B03,23.0,771,6517,5746,9.50124651922264,8.377192343018763,Cả nước
2025,B03,22.75,794,7311,6517,10.6588327914741,9.50124651922264,Cả nước
2025,B03,22.5,857,8168,7311,11.90826784855156,10.6588327914741,Cả nước
2025,B03,22.25,962,9130,8168,13.310784213672347,11.90826784855156,Cả nước
2025,B03,22.0,946,10076,9130,14.689973903281771,13.310784213672347,Cả nước
2025,B03,21.75,1010,11086,10076,16.162470294936654,14.689973903281771,Cả nước
2025,B03,21.5,1098,12184,11086,17.76326340190404,16.162470294936654,Cả nước
2025,B03,21.25,1151,13335,12184,19.441326121502822,17.76326340190404,Cả nước
2025,B03,21.0,1247,14582,13335,21.25934889416979,19.441326121502822,Cả nước
2025,B03,20.75,1235,15817,14582,23.059876660203233,21.25934889416979,Cả nước
2025,B03,20.5,1349,17166,15817,25.02660698925515,23.059876660203233,Cả nước
2025,B03,20.25,1401,18567,17166,27.069149013719002,25.02660698925515,Cả nước
2025,B03,20.0,1483,20050,18567,29.231240250178598,27.069149013719002,Cả nước
2025,B03,19.75,1483,21533,20050,31.39333148663819,29.231240250178598,Cả nước
2025,B03,19.5,1554,23087,21533,33.65893484567946,31.39333148663819,Cả nước
2025,B03,19.25,1670,24757,23087,36.09365660217813,33.65893484567946,Cả nước
2025,B03,19.0,1628,26385,24757,38.46714583545946,36.09365660217813,Cả nước
2025,B03,18.75,1709,28094,26385,40.95872636351708,38.46714583545946,Cả nước
2025,B03,18.5,1822,29916,28094,43.6150515373737,40.95872636351708,Cả nước
2025,B03,18.25,1816,31732,29916,46.26262920791358,43.6150515373737,Cả nước
2025,B03,18.0,1835,33567,31732,48.937907305623185,46.26262920791358,Cả nước
2025,B03,17.75,1844,35411,33567,51.62630665830794,48.937907305623185,Cả nước
2025,B03,17.5,1862,37273,35411,54.34094852094298,51.62630665830794,Cả nước
2025,B03,17.25,1889,39162,37273,57.094954148503454,54.34094852094298,Cả nước
2025,B03,17.0,1861,41023,39162,59.80813809391903,57.094954148503454,Cả nước
2025,B03,16.75,1740,42763,41023,62.34491405577991,59.80813809391903,Cả nước
2025,B03,16.5,1788,44551,42763,64.95167004417489,62.34491405577991,Cả nước
2025,B03,16.25,1782,46333,44551,67.54967852925311,64.95167004417489,Cả nước
2025,B03,16.0,1694,48027,46333,70.01939029901882,67.54967852925311,Cả nước
2025,B03,15.75,1709,49736,48027,72.51097082707643,70.01939029901882,Cả nước
2025,B03,15.5,1613,51349,49736,74.86259130206588,72.51097082707643,Cả nước
2025,B03,15.25,1613,52962,51349,77.2142117770553,74.86259130206588,Cả nước
2025,B03,15.0,1490,54452,52962,79.38650843405112,77.2142117770553,Cả nước
2025,B03,14.75,1423,55875,54452,81.46112463734309,79.38650843405112,Cả nước
2025,B03,14.5,1281,57156,55875,83.3287165954717,81.46112463734309,Cả nước
2025,B03,14.25,1235,58391,57156,85.12924436150516,83.3287165954717,Cả nước
2025,B03,14.0,1151,59542,58391,86.80730708110393,85.12924436150516,Cả nước
2025,B03,13.75,1052,60594,59542,88.34103599597614,86.80730708110393,Cả nước
2025,B03,13.5,984,61578,60594,89.77562653992507,88.34103599597614,Cả nước
2025,B03,13.25,907,62485,61578,91.09795745797553,89.77562653992507,Cả nước
2025,B03,13.0,729,63214,62485,92.16077911096208,91.09795745797553,Cả nước
2025,B03,12.75,706,63920,63214,93.19006866790104,92.16077911096208,Cả nước
2025,B03,12.5,648,64568,63920,94.1347990261113,93.19006866790104,Cả nước
2025,B03,12.25,505,65073,64568,94.87104722193874,94.1347990261113,Cả nước
2025,B03,12.0,504,65577,65073,95.60583750054673,94.87104722193874,Cả nước
2025,B03,11.75,450,66027,65577,96.26190024930385,95.60583750054673,Cả nước
2025,B03,11.5,394,66421,66027,96.8363196337712,96.26190024930385,Cả nước
2025,B03,11.25,349,66770,66421,97.34513274336283,96.8363196337712,Cả nước
2025,B03,11.0,316,67086,66770,97.80583458471229,97.34513274336283,Cả nước
2025,B03,10.75,264,67350,67086,98.19072473064979,97.80583458471229,Cả nước
2025,B03,10.5,201,67551,67350,98.48376609176131,98.19072473064979,Cả nước
2025,B03,10.25,177,67728,67551,98.74181743960578,98.48376609176131,Cả nước
2025,B03,10.0,169,67897,67728,98.98820544969456,98.74181743960578,Cả nước
2025,B03,9.75,137,68034,67897,99.18794010876061,98.98820544969456,Cả nước
2025,B03,9.5,103,68137,68034,99.33810558236503,99.18794010876061,Cả nước
2025,B03,9.25,73,68210,68137,99.44453353938563,99.33810558236503,Cả nước
2025,B03,9.0,83,68293,68210,99.56554066860083,99.44453353938563,Cả nước
2025,B03,8.75,53,68346,68293,99.64281028123223,99.56554066860083,Cả nước
2025,B03,8.5,58,68404,68346,99.72736947996093,99.64281028123223,Cả nước
2025,B03,8.25,48,68452,68404,99.79734950649502,99.72736947996093,Cả nước
2025,B03,8.0,23,68475,68452,99.8308816025426,99.79734950649502,Cả nước
2025,B03,7.75,27,68502,68475,99.87024536746803,99.8308816025426,Cả nước
2025,B03,7.5,17,68519,68502,99.89502996019885,99.87024536746803,Cả nước
2025,B03,7.25,14,68533,68519,99.9154408012713,99.89502996019885,Cả nước
2025,B03,7.0,15,68548,68533,99.9373095595632,99.9154408012713,Cả nước
2025,B03,6.75,11,68559,68548,99.95334664897727,99.9373095595632,Cả nước
2025,B03,6.5,6,68565,68559,99.96209415229403,99.95334664897727,Cả nước
2025,B03,6.25,5,68570,68565,99.96938373839134,99.96209415229403,Cả nước
2025,B03,6.0,6,68576,68570,99.97813124170808,99.96938373839134,Cả nước
2025,B03,5.75,3,68579,68576,99.98250499336648,99.97813124170808,Cả nước
2025,B03,5.5,3,68582,68579,99.98687874502485,99.98250499336648,Cả nước
2025,B03,5.25,1,68583,68582,99.98833666224431,99.98687874502485,Cả nước
2025,B03,5.0,1,68584,68583,99.98979457946378,99.98833666224431,Cả nước
2025,B03,4.75,2,68586,68584,99.9927104139027,99.98979457946378,Cả nước
2025,B03,4.25,3,68589,68586,99.99708416556108,99.9927104139027,Cả nước
2025,B03,3.75,1,68590,68589,99.99854208278055,99.99708416556108,Cả nước
2025,B03,3.5,1,68591,68590,100.0,99.99854208278055,Cả nước
2025,B04,24.25,1,1,0,0.09285051067780872,0.0,Cả nước
2025,B04,24.0,2,3,1,0.2785515320334262,0.09285051067780872,Cả nước
2025,B04,23.75,1,4,3,0.3714020427112349,0.2785515320334262,Cả nước
2025,B04,23.25,1,5,4,0.4642525533890436,0.3714020427112349,Cả nước
2025,B04,23.0,1,6,5,0.5571030640668524,0.4642525533890436,Cả nước
2025,B04,22.25,2,8,6,0.7428040854224698,0.5571030640668524,Cả nước
2025,B04,22.0,1,9,8,0.8356545961002786,0.7428040854224698,Cả nước
2025,B04,21.75,2,11,9,1.021355617455896,0.8356545961002786,Cả nước
2025,B04,21.5,2,13,11,1.2070566388115136,1.021355617455896,Cả nước
2025,B04,21.25,6,19,13,1.7641597028783658,1.2070566388115136,Cả nước
2025,B04,21.0,5,24,19,2.2284122562674096,1.7641597028783658,Cả nước
2025,B04,20.75,6,30,24,2.785515320334262,2.2284122562674096,Cả nước
2025,B04,20.5,14,44,30,4.085422469823584,2.785515320334262,Cả nước
2025,B04,20.25,15,59,44,5.478180129990715,4.085422469823584,Cả nước
2025,B04,20.0,10,69,59,6.406685236768802,5.478180129990715,Cả nước
2025,B04,19.75,24,93,69,8.635097493036211,6.406685236768802,Cả nước
2025,B04,19.5,23,116,93,10.770659238625813,8.635097493036211,Cả nước
2025,B04,19.25,21,137,116,12.720519962859797,10.770659238625813,Cả nước
2025,B04,19.0,22,159,137,14.763231197771587,12.720519962859797,Cả nước
2025,B04,18.75,29,188,159,17.45589600742804,14.763231197771587,Cả nước
2025,B04,18.5,37,225,188,20.891364902506965,17.45589600742804,Cả nước
2025,B04,18.25,40,265,225,24.605385329619313,20.891364902506965,Cả nước
2025,B04,18.0,29,294,265,27.298050139275766,24.605385329619313,Cả nước
2025,B04,17.75,34,328,294,30.45496750232126,27.298050139275766,Cả nước
2025,B04,17.5,34,362,328,33.61188486536676,30.45496750232126,Cả nước
2025,B04,17.25,41,403,362,37.41875580315692,33.61188486536676,Cả nước
2025,B04,17.0,45,448,403,41.59702878365831,37.41875580315692,Cả nước
2025,B04,16.75,54,502,448,46.61095636025998,41.59702878365831,Cả nước
2025,B04,16.5,40,542,502,50.324976787372336,46.61095636025998,Cả nước
2025,B04,16.25,35,577,542,53.57474466109564,50.324976787372336,Cả nước
2025,B04,16.0,51,628,577,58.310120705663884,53.57474466109564,Cả nước
2025,B04,15.75,37,665,628,61.745589600742804,58.310120705663884,Cả nước
2025,B04,15.5,50,715,665,66.38811513463324,61.745589600742804,Cả nước
2025,B04,15.25,50,765,715,71.03064066852369,66.38811513463324,Cả nước
2025,B04,15.0,35,800,765,74.28040854224697,71.03064066852369,Cả nước
2025,B04,14.75,38,838,800,77.8087279480037,74.28040854224697,Cả nước
2025,B04,14.5,16,854,838,79.29433611884865,77.8087279480037,Cả nước
2025,B04,14.25,35,889,854,82.54410399257196,79.29433611884865,Cả nước
2025,B04,14.0,24,913,889,84.77251624883937,82.54410399257196,Cả nước
2025,B04,13.75,7,920,913,85.42246982358404,84.77251624883937,Cả nước
2025,B04,13.5,15,935,920,86.81522748375116,85.42246982358404,Cả nước
2025,B04,13.25,21,956,935,88.76508820798514,86.81522748375116,Cả nước
2025,B04,13.0,15,971,956,90.15784586815228,88.76508820798514,Cả nước
2025,B04,12.75,19,990,971,91.92200557103064,90.15784586815228,Cả nước
2025,B04,12.5,13,1003,990,93.12906220984215,91.92200557103064,Cả nước
2025,B04,12.25,12,1015,1003,94.24326833797586,93.12906220984215,Cả nước
2025,B04,12.0,8,1023,1015,94.98607242339833,94.24326833797586,Cả nước
2025,B04,11.75,9,1032,1023,95.82172701949861,94.98607242339833,Cả nước
2025,B04,11.5,6,1038,1032,96.37883008356546,95.82172701949861,Cả nước
2025,B04,11.25,8,1046,1038,97.12163416898792,96.37883008356546,Cả nước
2025,B04,11.0,7,1053,1046,97.7715877437326,97.12163416898792,Cả nước
2025,B04,10.75,1,1054,1053,97.8644382544104,97.7715877437326,Cả nước
2025,B04,10.5,3,1057,1054,98.14298978644382,97.8644382544104,Cả nước
2025,B04,10.25,4,1061,1057,98.51439182915506,98.14298978644382,Cả nước
2025,B04,10.0,5,1066,1061,98.9786443825441,98.51439182915506,Cả nước
2025,B04,9.75,4,1070,1066,99.35004642525533,98.9786443825441,Cả nước
2025,B04,9.5,2,1072,1070,99.53574744661096,99.35004642525533,Cả nước
2025,B04,9.25,4,1076,1072,99.9071494893222,99.53574744661096,Cả nước
2025,B04,7.75,1,1077,1076,100.0,99.9071494893222,Cả nước
2025,B08,27.0,1,1,0,0.02365744026496333,0.0,Cả nước
2025,B08,26.25,1,2,1,0.04731488052992666,0.02365744026496333,Cả nước
2025,B08,26.0,4,6,2,0.14194464158977999,0.04731488052992666,Cả nước
2025,B08,25.75,1,7,6,0.16560208185474332,0.14194464158977999,Cả nước
2025,B08,25.5,5,12,7,0.28388928317955997,0.16560208185474332,Cả nước
2025,B08,25.25,5,17,12,0.40217648450437665,0.28388928317955997,Cả nước
2025,B08,25.0,9,26,17,0.6150934468890465,0.40217648450437665,Cả nước
2025,B08,24.75,6,32,26,0.7570380884788266,0.6150934468890465,Cả nước
2025,B08,24.5,5,37,32,0.8753252898036433,0.7570380884788266,Cả nước
2025,B08,24.25,10,47,37,1.1118996924532765,0.8753252898036433,Cả nước
2025,B08,24.0,13,60,47,1.4194464158977997,1.1118996924532765,Cả nước
2025,B08,23.75,12,72,60,1.7033356990773598,1.4194464158977997,Cả nước
2025,B08,23.5,11,83,72,1.9635675419919567,1.7033356990773598,Cả nước
2025,B08,23.25,17,100,83,2.365744026496333,1.9635675419919567,Cả nước
2025,B08,23.0,14,114,100,2.69694819020582,2.365744026496333,Cả nước
2025,B08,22.75,9,123,114,2.9098651525904895,2.69694819020582,Cả nước
2025,B08,22.5,17,140,123,3.312041637094866,2.9098651525904895,Cả nước
2025,B08,22.25,18,158,140,3.737875561864206,3.312041637094866,Cả nước
2025,B08,22.0,25,183,158,4.329311568488289,3.737875561864206,Cả nước
2025,B08,21.75,30,213,183,5.039034776437189,4.329311568488289,Cả nước
2025,B08,21.5,34,247,213,5.843387745445943,5.039034776437189,Cả nước
2025,B08,21.25,34,281,247,6.647740714454696,5.843387745445943,Cả nước
2025,B08,21.0,34,315,281,7.45209368346345,6.647740714454696,Cả nước
2025,B08,20.75,35,350,315,8.280104092737165,7.45209368346345,Cả nước
2025,B08,20.5,34,384,350,9.084457061745919,8.280104092737165,Cả nước
2025,B08,20.25,51,435,384,10.290986515259048,9.084457061745919,Cả nước
2025,B08,20.0,49,484,435,11.450201088242252,10.290986515259048,Cả nước
2025,B08,19.75,70,554,484,13.106221906789687,11.450201088242252,Cả nước
2025,B08,19.5,50,604,554,14.289093920037852,13.106221906789687,Cả nước
2025,B08,19.25,71,675,604,15.96877217885025,14.289093920037852,Cả nước
2025,B08,19.0,73,748,675,17.69576531819257,15.96877217885025,Cả nước
2025,B08,18.75,73,821,748,19.422758457534893,17.69576531819257,Cả nước
2025,B08,18.5,66,887,821,20.984149515022473,19.422758457534893,Cả nước
2025,B08,18.25,77,964,887,22.805772415424652,20.984149515022473,Cả nước
2025,B08,18.0,89,1053,964,24.911284599006386,22.805772415424652,Cả nước
2025,B08,17.75,83,1136,1053,26.874852140998346,24.911284599006386,Cả nước
2025,B08,17.5,88,1224,1136,28.95670688431512,26.874852140998346,Cả nước
2025,B08,17.25,97,1321,1224,31.251478590016564,28.95670688431512,Cả nước
2025,B08,17.0,101,1422,1321,33.64088005677785,31.251478590016564,Cả nước
2025,B08,16.75,109,1531,1422,36.21954104565886,33.64088005677785,Cả nước
2025,B08,16.5,110,1641,1531,38.821859474804825,36.21954104565886,Cả nước
2025,B08,16.25,112,1753,1641,41.471492784480716,38.821859474804825,Cả nước
2025,B08,16.0,123,1876,1753,44.38135793707121,41.471492784480716,Cả nước
2025,B08,15.75,121,1997,1876,47.243908209131774,44.38135793707121,Cả nước
2025,B08,15.5,123,2120,1997,50.153773361722266,47.243908209131774,Cả nước
2025,B08,15.25,112,2232,2120,52.80340667139816,50.153773361722266,Cả nước
2025,B08,15.0,136,2368,2232,56.02081854743317,52.80340667139816,Cả nước
2025,B08,14.75,107,2475,2368,58.552164655784246,56.02081854743317,Cả nước
2025,B08,14.5,130,2605,2475,61.62763189022947,58.552164655784246,Cả nước
2025,B08,14.25,109,2714,2605,64.20629287911048,61.62763189022947,Cả nước
2025,B08,14.0,127,2841,2714,67.21078779276083,64.20629287911048,Cả nước
2025,B08,13.75,99,2940,2841,69.55287437899219,67.21078779276083,Cả nước
2025,B08,13.5,115,3055,2940,72.27348000946297,69.55287437899219,Cả nước
2025,B08,13.25,104,3159,3055,74.73385379701917,72.27348000946297,Cả nước
2025,B08,13.0,115,3274,3159,77.45445942748994,74.73385379701917,Cả nước
2025,B08,12.75,107,3381,3274,79.98580553584102,77.45445942748994,Cả nước
2025,B08,12.5,98,3479,3381,82.30423468180743,79.98580553584102,Cả nước
2025,B08,12.25,114,3593,3479,85.00118287201325,82.30423468180743,Cả nước
2025,B08,12.0,83,3676,3593,86.96475041400521,85.00118287201325,Cả nước
2025,B08,11.75,84,3760,3676,88.95197539626213,86.96475041400521,Cả nước
2025,B08,11.5,79,3839,3760,90.82091317719423,88.95197539626213,Cả nước
2025,B08,11.25,47,3886,3839,91.9328128696475,90.82091317719423,Cả nước
2025,B08,11.0,61,3947,3886,93.37591672581027,91.9328128696475,Cả nước
2025,B08,10.75,53,4000,3947,94.62976105985332,93.37591672581027,Cả nước
2025,B08,10.5,39,4039,4000,95.55240123018689,94.62976105985332,Cả nước
2025,B08,10.25,41,4080,4039,96.52235628105039,95.55240123018689,Cả nước
2025,B08,10.0,25,4105,4080,97.11379228767447,96.52235628105039,Cả nước
2025,B08,9.75,22,4127,4105,97.63425597350367,97.11379228767447,Cả nước
2025,B08,9.5,27,4154,4127,98.27300686065767,97.63425597350367,Cả nước
2025,B08,9.25,17,4171,4154,98.67518334516205,98.27300686065767,Cả nước
2025,B08,9.0,16,4187,4171,99.05370238940147,98.67518334516205,Cả nước
2025,B08,8.75,14,4201,4187,99.38490655311095,99.05370238940147,Cả nước
2025,B08,8.5,3,4204,4201,99.45587887390585,99.38490655311095,Cả nước
2025,B08,8.25,7,4211,4204,99.62148095576059,99.45587887390585,Cả nước
2025,B08,8.0,3,4214,4211,99.69245327655548,99.62148095576059,Cả nước
2025,B08,7.75,3,4217,4214,99.76342559735036,99.69245327655548,Cả nước
2025,B08,7.5,2,4219,4217,99.81074047788029,99.76342559735036,Cả nước
2025,B08,7.25,3,4222,4219,99.88171279867518,99.81074047788029,Cả nước
2025,B08,6.75,1,4223,4222,99.90537023894015,99.88171279867518,Cả nước
2025,B08,6.5,1,4224,4223,99.9290276792051,99.90537023894015,Cả nước
2025,B08,6.25,1,4225,4224,99.95268511947008,99.9290276792051,Cả nước
2025,B08,5.75,1,4226,4225,99.97634255973503,99.95268511947008,Cả nước
2025,B08,5.5,1,4227,4226,100.0,99.97634255973503,Cả nước
2025,C00,29.75,1,1,0,0.00033627348449947374,0.0,Cả nước
2025,C00,29.5,14,15,1,0.005044102267492106,0.00033627348449947374,Cả nước
2025,C00,29.25,47,62,15,0.020848956038967373,0.005044102267492106,Cả nước
2025,C00,29.0,116,178,62,0.059856680240906325,0.020848956038967373,Cả nước
2025,C00,28.75,221,399,178,0.13417312031529002,0.059856680240906325,Cả nước
2025,C00,28.5,387,786,399,0.26431095881658634,0.13417312031529002,Cả nước
2025,C00,28.25,651,1437,786,0.4832249972257437,0.26431095881658634,Cả nước
2025,C00,28.0,943,2380,1437,0.8003308931087475,0.4832249972257437,Cả nước
2025,C00,27.75,1278,3658,2380,1.230088406299075,0.8003308931087475,Cả nước
2025,C00,27.5,1512,5170,3658,1.7385339148622792,1.230088406299075,Cả nước
2025,C00,27.25,1856,7026,5170,2.3626575020933025,1.7385339148622792,Cả nước
2025,C00,27.0,2218,9244,7026,3.1085120907131354,2.3626575020933025,Cả nước
2025,C00,26.75,2503,11747,9244,3.9502046224153182,3.1085120907131354,Cả nước
2025,C00,26.5,2778,14525,11747,4.884372362354856,3.9502046224153182,Cả nước
2025,C00,26.25,3144,17669,14525,5.941616197621202,4.884372362354856,Cả nước
2025,C00,26.0,3381,21050,17669,7.078556848713922,5.941616197621202,Cả nước
2025,C00,25.75,3746,24796,21050,8.33823732164895,7.078556848713922,Cả nước
2025,C00,25.5,3903,28699,24796,9.650712731650396,8.33823732164895,Cả nước
2025,C00,25.25,4112,32811,28699,11.033469299912232,9.650712731650396,Cả nước
2025,C00,25.0,4260,37071,32811,12.465994343879991,11.033469299912232,Cả nước
2025,C00,24.75,4547,41618,37071,13.995029877899098,12.465994343879991,Cả nước
2025,C00,24.5,4803,46421,41618,15.61015142395007,13.995029877899098,Cả nước
2025,C00,24.25,4785,51206,46421,17.21922004728005,15.61015142395007,Cả nước
2025,C00,24.0,4835,56041,51206,18.845102344835006,17.21922004728005,Cả nước
2025,C00,23.75,5079,61120,56041,20.553035372607834,18.845102344835006,Cả nước
2025,C00,23.5,5254,66374,61120,22.319816260168068,20.553035372607834,Cả nước
2025,C00,23.25,5406,71780,66374,24.137710717372222,22.319816260168068,Cả nước
2025,C00,23.0,5536,77316,71780,25.999320727561308,24.137710717372222,Cả nước
2025,C00,22.75,5505,82821,77316,27.850506259730913,25.999320727561308,Cả nước
2025,C00,22.5,5575,88396,82821,29.72523093581548,27.850506259730913,Cả nước
2025,C00,22.25,5883,94279,88396,31.703527845125883,29.72523093581548,Cả nước
2025,C00,22.0,5671,99950,94279,33.6105347757224,31.703527845125883,Cả nước
2025,C00,21.75,5900,105850,99950,35.59454833426929,33.6105347757224,Cả nước
2025,C00,21.5,5994,111844,105850,37.61017160035914,35.59454833426929,Cả nước
2025,C00,21.25,6007,117851,111844,39.63016642174748,37.61017160035914,Cả nước
2025,C00,21.0,5977,123828,117851,41.64007303860083,39.63016642174748,Cả nước
2025,C00,20.75,5976,129804,123828,43.64964338196969,41.64007303860083,Cả nước
2025,C00,20.5,5972,135776,129804,45.65786863140055,43.64964338196969,Cả nước
2025,C00,20.25,6081,141857,135776,47.70274769064184,45.65786863140055,Cả nước
2025,C00,20.0,6111,147968,141857,49.757714954418134,47.70274769064184,Cả nước
2025,C00,19.75,6052,154020,147968,51.79284208260895,49.757714954418134,Cả nước
2025,C00,19.5,6032,160052,154020,53.82124374110977,51.79284208260895,Cả nước
2025,C00,19.25,6027,166079,160052,55.8479640321881,53.82124374110977,Cả nước
2025,C00,19.0,6136,172215,166079,57.911338133076875,55.8479640321881,Cả nước
2025,C00,18.75,5875,178090,172215,59.886944854511285,57.911338133076875,Cả nước
2025,C00,18.5,5761,183851,178090,61.82421639871275,59.886944854511285,Cả nước
2025,C00,18.25,5852,189703,183851,63.79208883000367,61.82421639871275,Cả nước
2025,C00,18.0,5772,195475,189703,65.73305938253463,63.79208883000367,Cả nước
2025,C00,17.75,5691,201166,195475,67.64679178282114,65.73305938253463,Cả nước
2025,C00,17.5,5478,206644,201166,69.48889793090926,67.64679178282114,Cả nước
2025,C00,17.25,5413,212057,206644,71.3091463025049,69.48889793090926,Cả nước
2025,C00,17.0,5279,217336,212057,73.08433402717762,71.3091463025049,Cả nước
2025,C00,16.75,5294,222630,217336,74.86456585411784,73.08433402717762,Cả nước
2025,C00,16.5,4980,227610,222630,76.53920780692522,74.86456585411784,Cả nước
2025,C00,16.25,4828,232438,227610,78.16273619008868,76.53920780692522,Cả nước
2025,C00,16.0,4768,237206,232438,79.76608816418216,78.16273619008868,Cả nước
2025,C00,15.75,4542,241748,237206,81.29344233077877,79.76608816418216,Cả nước
2025,C00,15.5,4403,246151,241748,82.77405448302996,81.29344233077877,Cả nước
2025,C00,15.25,4266,250417,246151,84.20859716790471,82.77405448302996,Cả nước
2025,C00,15.0,4071,254488,250417,85.57756652330207,84.20859716790471,Cả nước
2025,C00,14.75,3789,258277,254488,86.85170675607058,85.57756652330207,Cả nước
2025,C00,14.5,3550,261827,258277,88.0454776260437,86.85170675607058,Cả nước
2025,C00,14.25,3368,265195,261827,89.17804672183793,88.0454776260437,Cả nước
2025,C00,14.0,3151,268346,265195,90.23764447149578,89.17804672183793,Cả nước
2025,C00,13.75,2914,271260,268346,91.21754540532724,90.23764447149578,Cả nước
2025,C00,13.5,2682,273942,271260,92.11943089075483,91.21754540532724,Cả nước
2025,C00,13.25,2579,276521,273942,92.98668020727897,92.11943089075483,Cả nước
2025,C00,13.0,2321,278842,276521,93.76717096480225,92.98668020727897,Cả nước
2025,C00,12.75,2203,281045,278842,94.50798145115459,93.76717096480225,Cả nước
2025,C00,12.5,1972,283017,281045,95.17111276258757,94.50798145115459,Cả nước
2025,C00,12.25,1774,284791,283017,95.76766192408962,95.17111276258757,Cả nước
2025,C00,12.0,1626,286417,284791,96.31444260988576,95.76766192408962,Cả nước
2025,C00,11.75,1463,287880,286417,96.8064107177085,96.31444260988576,Cả nước
2025,C00,11.5,1338,289218,287880,97.2563446399688,96.8064107177085,Cả nước
2025,C00,11.25,1160,290378,289218,97.64642188198819,97.2563446399688,Cả nước
2025,C00,11.0,1042,291420,290378,97.99681885283663,97.64642188198819,Cả nước
2025,C00,10.75,988,292408,291420,98.32905705552211,97.99681885283663,Cả nước
2025,C00,10.5,781,293189,292408,98.5916866469162,98.32905705552211,Cả nước
2025,C00,10.25,663,293852,293189,98.81463596713935,98.5916866469162,Cả nước
2025,C00,10.0,618,294470,293852,99.02245298056003,98.81463596713935,Cả nước
2025,C00,9.75,488,294958,294470,99.18655444099578,99.02245298056003,Cả nước
2025,C00,9.5,448,295406,294958,99.33720496205154,99.18655444099578,Cả nước
2025,C00,9.25,394,295800,295406,99.46969671494433,99.33720496205154,Cả nước
2025,C00,9.0,323,296123,295800,99.57831305043766,99.46969671494433,Cả nước
2025,C00,8.75,259,296382,296123,99.66540788292302,99.57831305043766,Cả nước
2025,C00,8.5,229,296611,296382,99.7424145108734,99.66540788292302,Cả nước
2025,C00,8.25,177,296788,296611,99.80193491762981,99.7424145108734,Cả nước
2025,C00,8.0,132,296920,296788,99.84632301758374,99.80193491762981,Cả nước
2025,C00,7.75,102,297022,296920,99.8806229130027,99.84632301758374,Cả nước
2025,C00,7.5,95,297117,297022,99.91256889403014,99.8806229130027,Cả nước
2025,C00,7.25,70,297187,297117,99.9361080379451,99.91256889403014,Cả nước
2025,C00,7.0,50,297237,297187,99.95292171217007,99.9361080379451,Cả nước
2025,C00,6.75,35,297272,297237,99.96469128412755,99.95292171217007,Cả nước
2025,C00,6.5,24,297296,297272,99.97276184775555,99.96469128412755,Cả nước
2025,C00,6.25,32,297328,297296,99.98352259925952,99.97276184775555,Cả nước
2025,C00,6.0,18,297346,297328,99.98957552198051,99.98352259925952,Cả nước
2025,C00,5.75,9,297355,297346,99.99260198334102,99.98957552198051,Cả nước
2025,C00,5.5,3,297358,297355,99.99361080379451,99.99260198334102,Cả nước
2025,C00,5.25,5,297363,297358,99.99529217121702,99.99361080379451,Cả nước
